[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.60000228881836, 18.30000114440918, 53.29999923706055, 18.100000381469727, 52.60000228881836];05.04.2022 -- 18:20:17
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.60000228881836, 18.30000114440918, 53.400001525878906, 18.100000381469727, 52.60000228881836];05.04.2022 -- 18:20:20
[18.600000381469727, 60.400001525878906, 18.200000762939453, 59.70000076293945, 18.200000762939453, 53.29999923706055, 18.100000381469727, 52.60000228881836];05.04.2022 -- 18:20:24
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.60000228881836, 18.200000762939453, 53.400001525878906, 18.0, 52.60000228881836];05.04.2022 -- 18:20:27
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.60000228881836, 18.200000762939453, 53.29999923706055, 18.0, 52.60000228881836];05.04.2022 -- 18:20:30
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.60000228881836, 18.200000762939453, 53.29999923706055, 18.0, 52.70000076293945];05.04.2022 -- 18:20:33
[18.600000381469727, 60.400001525878906, 18.200000762939453, 59.70000076293945, 18.200000762939453, 53.29999923706055, 18.0, 52.60000228881836];05.04.2022 -- 18:20:37
[18.600000381469727, 60.29999923706055, 18.100000381469727, 59.70000076293945, 18.200000762939453, 53.29999923706055, 18.0, 52.60000228881836];05.04.2022 -- 18:20:40
[18.600000381469727, 60.29999923706055, 18.200000762939453, 59.60000228881836, 18.200000762939453, 53.29999923706055, 18.0, 52.60000228881836];05.04.2022 -- 18:20:43
[18.600000381469727, 60.29999923706055, 18.200000762939453, 59.70000076293945, 18.200000762939453, 53.29999923706055, 18.0, 52.60000228881836];05.04.2022 -- 18:20:46
[18.600000381469727, 60.29999923706055, 18.100000381469727, 59.60000228881836, 18.200000762939453, 53.29999923706055, 18.0, 52.60000228881836];05.04.2022 -- 18:20:50
[18.600000381469727, 60.29999923706055, 18.100000381469727, 59.60000228881836, 18.200000762939453, 53.400001525878906, 18.0, 52.70000076293945];05.04.2022 -- 18:20:53
[18.600000381469727, 60.29999923706055, 18.100000381469727, 59.60000228881836, 18.200000762939453, 53.400001525878906, 18.0, 52.70000076293945];05.04.2022 -- 18:20:56
[18.600000381469727, 60.400001525878906, 18.200000762939453, 59.70000076293945, 18.200000762939453, 53.400001525878906, 18.0, 52.70000076293945];05.04.2022 -- 18:20:59
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.60000228881836, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:21:03
[18.600000381469727, 60.400001525878906, 18.200000762939453, 59.60000228881836, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:21:06
[18.600000381469727, 60.400001525878906, 18.200000762939453, 59.70000076293945, 18.200000762939453, 53.400001525878906, 18.0, 52.70000076293945];05.04.2022 -- 18:21:09
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:21:12
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.70000076293945, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:21:16
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:21:19
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:21:22
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.70000076293945, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:21:25
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 18.0, 52.79999923706055];05.04.2022 -- 18:21:29
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:21:32
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:21:35
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:21:38
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:21:42
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:21:45
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:21:48
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:21:51
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:21:55
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:21:58
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:22:01
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:22:04
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:22:08
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:22:11
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:22:14
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:22:17
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:22:21
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:22:24
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:22:27
[18.600000381469727, 60.400001525878906, 18.0, 59.70000076293945, 18.30000114440918, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:22:30
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:22:34
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:22:37
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.30000114440918, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:22:40
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.30000114440918, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:22:43
[18.600000381469727, 60.5, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:22:47
[18.600000381469727, 60.5, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:22:50
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.30000114440918, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:22:53
[18.600000381469727, 60.5, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:22:56
[18.600000381469727, 60.400001525878906, 18.200000762939453, 59.900001525878906, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:23:00
[18.600000381469727, 60.5, 18.100000381469727, 60.0, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:23:03
[18.600000381469727, 60.5, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:23:06
[18.600000381469727, 60.400001525878906, 18.100000381469727, 60.0, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:23:09
[18.600000381469727, 60.400001525878906, 18.200000762939453, 59.900001525878906, 18.200000762939453, 53.400001525878906, 18.0, 52.70000076293945];05.04.2022 -- 18:23:13
[18.600000381469727, 60.400001525878906, 18.100000381469727, 60.0, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:23:16
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:23:19
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:23:22
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:23:26
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:23:29
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:23:32
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:23:35
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 53.0];05.04.2022 -- 18:23:39
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:23:42
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:23:45
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:23:48
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:23:52
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.400001525878906, 18.0, 52.79999923706055];05.04.2022 -- 18:23:55
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:23:58
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:24:01
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:24:05
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:24:08
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.79999923706055];05.04.2022 -- 18:24:11
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:24:14
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:24:18
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:24:21
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:24:24
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:24:27
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.5, 17.899999618530273, 52.900001525878906];05.04.2022 -- 18:24:31
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:24:34
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:24:37
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 17.899999618530273, 52.900001525878906];05.04.2022 -- 18:24:40
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.60000228881836, 18.0, 53.0];05.04.2022 -- 18:24:44
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.60000228881836, 18.0, 53.0];05.04.2022 -- 18:24:47
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.60000228881836, 18.0, 53.0];05.04.2022 -- 18:24:50
[18.600000381469727, 60.5, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.60000228881836, 18.0, 53.0];05.04.2022 -- 18:24:53
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.60000228881836, 18.0, 52.900001525878906];05.04.2022 -- 18:24:57
[18.600000381469727, 60.5, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.60000228881836, 18.0, 53.0];05.04.2022 -- 18:25:00
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.5, 18.0, 52.900001525878906];05.04.2022 -- 18:25:03
[18.600000381469727, 60.5, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.60000228881836, 17.899999618530273, 52.900001525878906];05.04.2022 -- 18:25:06
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.60000228881836, 17.899999618530273, 53.0];05.04.2022 -- 18:25:10
[18.600000381469727, 60.5, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.60000228881836, 17.899999618530273, 53.0];05.04.2022 -- 18:25:13
[18.600000381469727, 60.400001525878906, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.70000076293945, 17.899999618530273, 53.0];05.04.2022 -- 18:25:16
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.70000076293945, 17.899999618530273, 53.0];05.04.2022 -- 18:25:19
[18.600000381469727, 60.5, 18.100000381469727, 60.0, 18.200000762939453, 53.70000076293945, 17.899999618530273, 53.0];05.04.2022 -- 18:25:23
[18.600000381469727, 60.5, 18.100000381469727, 59.79999923706055, 18.200000762939453, 53.70000076293945, 17.899999618530273, 53.0];05.04.2022 -- 18:25:26
[18.5, 60.5, 18.100000381469727, 59.900001525878906, 18.200000762939453, 53.70000076293945, 17.899999618530273, 53.0];05.04.2022 -- 18:25:29
